threshold,precision,recall,f1,routed_count,routed_rate,heavy_call_reduction,tn,fp,fn,tp,model_name,model_role
0.2830960420546775,0.12880462906336737,0.8832258064516129,0.22482243297614649,21257,0.23997245458958466,0.7600275454104153,66962,18519,362,2738,HeavyRandomForest,heavy
0.2813889183719702,0.12792759167677523,0.8845161290322581,0.2235265346050379,21434,0.24197062575495873,0.7580293742450412,66789,18692,358,2742,HeavyRandomForest,heavy
0.2800536909118735,0.1271515824541921,0.8864516129032258,0.22240207186791838,21612,0.24398008602296203,0.7560199139770379,66617,18864,352,2748,HeavyRandomForest,heavy
0.2786370728763577,0.12630226260957364,0.8877419354838709,0.22114186990236653,21789,0.2459782571883361,0.7540217428116639,66444,19037,348,2752,HeavyRandomForest,heavy
0.2771243622237967,0.12551215514886643,0.8893548387096775,0.21997925476741403,21966,0.24797642835371017,0.7520235716462899,66272,19209,343,2757,HeavyRandomForest,heavy
0.275709102258822,0.12468951813214109,0.8906451612903226,0.21875371390088344,22143,0.24997459951908424,0.7500254004809157,66099,19382,339,2761,HeavyRandomForest,heavy
0.2742362447092017,0.12383512544802867,0.8916129032258064,0.21746656176239182,22320,0.2519727706844583,0.7480272293155417,65925,19556,336,2764,HeavyRandomForest,heavy
0.2728183519440569,0.12294972663021736,0.892258064516129,0.21611907645427197,22497,0.2539709418498324,0.7460290581501676,65750,19731,334,2766,HeavyRandomForest,heavy
0.27111114502294675,0.12221046132133721,0.8938709677419355,0.21502289128579188,22674,0.2559691130152064,0.7440308869847936,65578,19903,329,2771,HeavyRandomForest,heavy
0.2697025036369548,0.12130229301592858,0.8941935483870967,0.21362515413070285,22852,0.2579785732832097,0.7420214267167903,65401,20080,328,2772,HeavyRandomForest,heavy
0.26828628529811643,0.12045681531981414,0.8948387096774194,0.21233112633472387,23029,0.25997674444858376,0.7400232555514162,65226,20255,326,2774,HeavyRandomForest,heavy
0.2669346804196554,0.11971041971903817,0.8961290322580645,0.21120656884360983,23206,0.26197491561395786,0.7380250843860421,65053,20428,322,2778,HeavyRandomForest,heavy
0.2656561208115347,0.11893255784116666,0.8970967741935484,0.2100215232413246,23383,0.2639730867793319,0.736026913220668,64879,20602,319,2781,HeavyRandomForest,heavy
