threshold,precision,recall,f1,routed_count,routed_rate,heavy_call_reduction,tn,fp,fn,tp,model_name,model_role,probability_column,roc_auc,pr_auc,selection_reason
0.28669347624897124,0.07136645009464368,0.9,0.13224629094184007,39094.0,0.4413361781871959,0.5586638218128042,49177.0,36304.0,310.0,2790.0,LogisticRegression,light,logistic_regression_probability,0.8732950955711343,0.43795239063587094,Recall >= 0.90 ile minimum routed rate
0.3148207624435623,0.06900816225575068,0.9,0.12818745692625774,40430.0,0.45641841929984983,0.5435815807001502,47841.0,37640.0,310.0,2790.0,SmallRandomForest,light,small_random_forest_probability,0.8669937405444936,0.4455246110575318,Recall >= 0.90 ile minimum routed rate
0.050557896644389665,0.05067087067532601,0.9538709677419355,0.0962298843093545,58357.0,0.6587981621340919,0.3412018378659081,30081.0,55400.0,143.0,2957.0,SmallLightGBM,light,small_lightgbm_probability,0.8456299060609962,0.30049931361146326,Recall >= 0.90 ile minimum routed rate
0.2951265473596557,0.049681679247513384,0.9490322580645161,0.09442046311600365,59217.0,0.6685067903952315,0.33149320960476847,29206.0,56275.0,158.0,2942.0,DecisionTree,light,decision_tree_probability,0.8383057280036951,0.30377148742897186,Recall >= 0.90 ile minimum routed rate
