threshold,precision,recall,f1,routed_count,routed_rate,heavy_call_reduction,tn,fp,fn,tp,model_name,model_role,probability_column,roc_auc,pr_auc,selection_reason
0.43044569199086985,0.3856787392867017,0.9,0.5399651635378363,7234.0,0.0816653684198643,0.9183346315801357,81037.0,4444.0,310.0,2790.0,HeavyCatBoost,heavy,heavy_catboost_probability,0.9742780946228006,0.8342121662095916,Recall >= 0.90 şartında maksimum F1
0.3011792302131653,0.2471213463241807,0.9,0.3877692842251564,11290.0,0.1274539686840293,0.8725460313159707,76981.0,8500.0,310.0,2790.0,XGBoost,heavy,xgboost_probability,0.9635241919445596,0.7701675101999857,Recall >= 0.90 şartında maksimum F1
0.26262163263453364,0.11737978038621734,0.9,0.20767427146525735,23769.0,0.2683306803942155,0.7316693196057845,64502.0,20979.0,310.0,2790.0,HeavyRandomForest,heavy,heavy_random_forest_probability,0.9261410137925388,0.6049815201394227,Recall >= 0.90 şartında maksimum F1
0.08194620214433307,0.11623062822862856,0.9,0.2058736717827627,24004.0,0.270983619512085,0.7290163804879151,64267.0,21214.0,310.0,2790.0,HeavyLightGBM,heavy,heavy_lightgbm_probability,0.9222616476553364,0.5069062921995611,Recall >= 0.90 şartında maksimum F1
