threshold,precision,recall,f1,tn,fp,fn,tp,predicted_fraud_count,positive_prediction_rate,trial_name,model_family,device,split_version,preprocessing_profile,imbalance_method,recall_constraint_met,threshold_selection_reason,train_pr_auc,validation_pr_auc,pr_auc_gap,train_roc_auc,validation_roc_auc,roc_auc_gap,training_seconds,train_inference_seconds,validation_inference_seconds,inference_seconds_10k_mean,inference_seconds_10k_std,inference_sample_rows,ram_before_gb,ram_after_fit_gb,best_iteration,parameters_json,model_selection_reason,overfit_diagnostic_flag
0.4008147581917067,0.42923076923076925,0.9,0.58125,81771.0,3710.0,310.0,2790.0,6500.0,0.07337916709000801,cat_d8_balanced,CatBoost,GPU,common_v2,catboost,auto_class_weights_balanced,True,Validation recall >= 0.90 şartında maksimum F1,0.9628240701127385,0.8523513741072459,0.11047269600549259,0.9979080386948019,0.9755299781766256,0.022378060518176368,312.2865053000023,5.792864700000791,1.4598726000003808,0.15663902000014787,0.008968937332211905,10000,3.747936248779297,4.4343719482421875,-1,"{""allow_writing_files"": false, ""auto_class_weights"": ""Balanced"", ""depth"": 8, ""eval_metric"": ""PRAUC"", ""iterations"": 2500, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""loss_function"": ""Logloss"", ""random_seed"": 42, ""random_strength"": 1.0, ""use_best_model"": true, ""verbose"": 100}","Validation recall >= 0.90; maksimum F1, ardından PR-AUC, precision ve daha düşük train-validation farkı",True
