heavy_threshold,precision,recall,f1,tn,fp,fn,tp,predicted_fraud_count,light_model,heavy_model,light_probability_column,heavy_probability_column,light_recall_target,light_threshold,actual_light_recall,routed_count,routed_rate,heavy_call_reduction,stage1_missed_fraud,stage2_missed_fraud,recall_constraint_met,selection_reason,light_inference_seconds_10k,heavy_inference_seconds_10k_full,estimated_cascade_seconds_10k,timing_is_estimate,final_selection_reason
0.4044088542205391,0.3583815028901734,0.9,0.5126320624712908,80486.0,4995.0,310.0,2790.0,7785.0,SmallRandomForest,HeavyCatBoost,small_random_forest_probability,heavy_catboost_probability,0.99,0.16747193097645813,0.99,75692,0.8544947562118287,0.1455052437881713,31,279,True,Cascade recall >= 0.90 şartında maksimum F1,0.0607253200025297,0.12424874000003,0.16689521679848224,True,"Cascade recall >= 0.90; maksimum F1, ardından precision ve minimum routed rate"
